Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S186835171,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-07-13,12:15 PM,eBird - Traveling Count,152,1,2.092,,1,,,"Blazing hot, 90 degrees with mostly full sun",,4558
S187913048,Northern Flicker,Colaptes auratus,11785,3,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-07-20,11:14 AM,eBird - Stationary Count,51,1,,,1,,,,,4559
S191036779,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-11,07:13 AM,eBird - Traveling Count,139,1,1.636,,2,,,,,4560
S191757989,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-17,07:02 AM,eBird - Stationary Count,45,1,,,2,,,,,4561
S171930641,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L152650,Lake Calumet area--Hegewisch Marsh,41.6565,-87.5643,2024-05-04,10:08 AM,eBird - Traveling Count,59,1,1.448,,1,,,,,4562
S193073949,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L152650,Lake Calumet area--Hegewisch Marsh,41.6565,-87.5643,2024-08-28,11:01 AM,eBird - Traveling Count,32,1,1.609,,1,,,,,4563
S168655210,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L164725,"Lincoln Park, Chicago--Jarvis Bird Sanctuary",41.948994,-87.6407,2024-04-14,03:10 PM,eBird - Traveling Count,62,1,1.287,,1,,,,,4564
S167403223,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-04-06,11:45 AM,eBird - Traveling Count,50,1,.966,,2,,,Met up with Phil and Chris,,4565
S171280819,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-05-01,06:25 AM,eBird - Traveling Count,20,1,.805,,1,,,,,4566
S173688152,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-05-11,03:05 PM,eBird - Traveling Count,62,1,1.609,,1,,,,,4567
S173680978,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L124536,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.922318,2024-05-11,02:10 PM,eBird - Traveling Count,45,1,1.287,,1,,,Couldnt find bell's vireo,,4568
S160547247,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-02-03,03:15 PM,eBird - Traveling Count,42,1,3.219,,1,,,,,4569
S203195277,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-11-21,01:14 PM,eBird - Traveling Count,94,1,4.828,,1,,Calling,,,4570
S203912253,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-11-28,03:02 PM,eBird - Traveling Count,55,1,4.023,,1,,HO,Driving around with windows down listening for WWCR.,,4571
S165011578,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-16,07:25 AM,eBird - Traveling Count,105,1,1.609,,1,,,,,4572
S165677233,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-23,07:15 AM,eBird - Traveling Count,75,1,1.77,,1,,,,,4573
S165929212,Northern Flicker,Colaptes auratus,11785,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-25,07:20 AM,eBird - Traveling Count,82,1,.966,,1,,,"Quick pass through hedge, mostly lakewatch before work",,4574
S166542817,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-30,02:30 PM,eBird - Traveling Count,80,1,1.609,,3,,,,,4575
S167542473,Northern Flicker,Colaptes auratus,11785,5,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-07,08:15 AM,eBird - Traveling Count,120,1,2.092,,1,,,,,4576
S167701759,Northern Flicker,Colaptes auratus,11785,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-08,06:55 AM,eBird - Traveling Count,112,1,2.253,,1,,,Missed the bittern,,4577
S167873817,Northern Flicker,Colaptes auratus,11785,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-09,06:30 AM,eBird - Traveling Count,112,1,3.701,,1,,,Walked around with Peter for a bit!,,4578
S167938685,Northern Flicker,Colaptes auratus,11785,5,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-09,05:08 PM,eBird - Traveling Count,89,1,2.253,,2,,,,,4579
S168408493,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-13,08:15 AM,eBird - Traveling Count,189,1,2.897,,1,,,"Met many fellow birders, mom came too",,4580
S169152336,Northern Flicker,Colaptes auratus,11785,3,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-18,06:15 AM,eBird - Traveling Count,136,1,2.414,,1,,,,,4581
S169610371,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-21,06:30 AM,eBird - Traveling Count,121,1,2.414,,1,,,,,4582
S169722993,Northern Flicker,Colaptes auratus,11785,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-21,04:58 PM,eBird - Traveling Count,80,1,2.414,,2,,,,,4583
S170066969,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-24,06:16 AM,eBird - Traveling Count,132,1,3.219,,2,,,Metup w/ Phil,,4584
S170553377,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-27,06:30 AM,eBird - Traveling Count,253,1,4.828,,2,,,Metup with John Legge. Saw lots of birder friends!,,4585
S171981664,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-04,01:02 PM,eBird - Traveling Count,69,1,2.414,,1,,,,,4586
S177599757,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-27,09:17 AM,eBird - Traveling Count,148,1,1.931,,1,,,,,4587
S187382750,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-07-17,05:20 AM,eBird - Traveling Count,110,1,1.448,,1,,,Shorebirds?? MAGO??  PLEASE.,,4588
S193838160,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-03,07:05 AM,eBird - Traveling Count,137,1,1.931,,1,,,Not a single shorebird on every pier check.,,4589
S195143557,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-14,02:55 PM,eBird - Traveling Count,260,1,4.032,,2,,,,,4590
S195515696,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-15,02:09 PM,eBird - Traveling Count,174,1,2.423,,6,,,,,4591
S195950023,Northern Flicker,Colaptes auratus,11785,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-21,06:50 AM,eBird - Traveling Count,294,1,2.414,,1,,,,,4592
S199463791,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-10-19,09:03 AM,eBird - Traveling Count,77,1,1.931,,1,,,,,4593
S169441724,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L294426,"Northerly Island, Chicago",41.8596139,-87.6085684,2024-04-20,08:40 AM,eBird - Traveling Count,41,1,2.414,,1,,,,,4594
S162244017,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L2338365,Oak Forest Heritage Preserve,41.5982428,-87.7263451,2024-02-19,09:30 AM,eBird - Traveling Count,170,1,1.609,,3,,,Could not relocate NOMO :(,,4595
S167427798,Northern Flicker,Colaptes auratus,11785,3,US-IL,Cook,L152696,Orland Grassland,41.5758,-87.8605,2024-04-06,01:52 PM,eBird - Traveling Count,84,1,3.414,,2,,,,,4596
S176983584,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L152696,Orland Grassland,41.5758,-87.8605,2024-05-25,07:35 AM,eBird - Traveling Count,117,1,3.219,,1,,,,,4597
S184379324,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L152696,Orland Grassland,41.5758,-87.8605,2024-06-29,08:39 AM,eBird - Traveling Count,149,1,4.376,,3,,,,,4598
S166045513,Northern Flicker,Colaptes auratus,11785,4,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-03-26,07:25 AM,eBird - Traveling Count,120,1,2.092,,1,,,"winds from south but poor lake movement. Birds mostly flying to the south towards steelworkers, maybe because of the rain clouds?",,4599
S166509258,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-03-30,11:20 AM,eBird - Traveling Count,60,1,1.609,,2,,,"High 40s, sunny transitioning to fog",,4600
S170749722,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L351077,"Perkins Woods, Evanston",42.0598958,-87.7120496,2024-04-28,10:30 AM,eBird - Traveling Count,17,1,.483,,1,"C Courtship, Display, or Copulation",,,,4601
S180415113,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L152700,Poplar Creek Prairie/Carl R. Hansen (Shoe Factory) Woods,42.0492,-88.1983,2024-06-09,11:55 AM,eBird - Traveling Count,56,1,1.287,,1,,,,,4602
S172784642,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L343242,"Ronan Park, Chicago",41.970298,-87.7031654,2024-05-08,05:45 AM,eBird - Traveling Count,135,1,3.219,,1,,,Dipped on kentucky,,4603
S194855911,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L11647591,Skokie Lagoons Forest Preserve--North Branch Trail,42.1291257,-87.7750325,2024-09-12,09:57 AM,eBird - Traveling Count,113,1,1.931,,18,,,"Walk with Leader Gabel, IEC, FPDCC",,4604
S180425698,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L108498,Spring Creek Forest Preserve--Galloping Hill,42.1003,-88.2079,2024-06-09,12:58 PM,eBird - Traveling Count,38,1,1.127,,1,,,,,4605
S178711875,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L2440695,"Steelworkers Park (#523, including IL portion of breakwater and Lake Michigan)",41.7394892,-87.5297499,2024-06-01,03:19 PM,eBird - Traveling Count,26,1,1.127,,1,,,,,4606
S168581858,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L335462,Swallow Cliff Woods Forest Preserve,41.6738368,-87.8607638,2024-04-14,10:09 AM,eBird - Stationary Count,9,1,,,1,,,,,4607
S169456104,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L335462,Swallow Cliff Woods Forest Preserve,41.6738368,-87.8607638,2024-04-20,10:06 AM,eBird - Stationary Count,22,1,,,1,,,"Speak to me YTWA, SPEAK TO ME!!!!",,4608
S168026075,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L4789089,Techny Basin--north of Willow Rd.,42.1097167,-87.8096223,2024-04-10,12:08 PM,eBird - Traveling Count,34,1,.805,,1,,,Joined Matthew and Tom,,4609
S168625624,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L4789089,Techny Basin--north of Willow Rd.,42.1097167,-87.8096223,2024-04-14,12:25 PM,eBird - Stationary Count,64,1,,,1,,,"Mostly with Jayne and Deb, saw Collin and Scott",,4610
S170766305,Northern Flicker,Colaptes auratus,11785,1,US-IL,Cook,L4789089,Techny Basin--north of Willow Rd.,42.1097167,-87.8096223,2024-04-28,11:31 AM,eBird - Stationary Count,15,1,,,2,,,With Keith B,,4611
S169191914,Northern Flicker,Colaptes auratus,11785,3,US-IL,Cook,L143490,Thatcher Woods Forest Preserve,41.8935699,-87.8297882,2024-04-18,11:50 AM,eBird - Traveling Count,68,1,2.414,,1,,,,,4612
S183760937,Northern Flicker,Colaptes auratus,11785,3,US-IL,Cook,L143490,Thatcher Woods Forest Preserve,41.8935699,-87.8297882,2024-06-25,05:31 PM,eBird - Stationary Count,35,1,,,1,,,Stood in north field,,4613
S185514906,Northern Flicker,Colaptes auratus,11785,2,US-IL,Cook,L143490,Thatcher Woods Forest Preserve,41.8935699,-87.8297882,2024-07-05,03:02 PM,eBird - Stationary Count,69,1,,,1,,,"Nascar traffic had me stuck on ashland, missed the black vulture and of course it doesn't circle back here :)",,4614
S166487676,Northern Flicker,Colaptes auratus,11785,4,US-IL,Cook,L2187837,Zander Woods Forest Preserve--Sweet Woods,41.5573275,-87.6001847,2024-03-30,09:50 AM,eBird - Traveling Count,30,1,.483,,2,,,"High 40s, sunny",,4615
S195254838,Northern Flicker (Yellow-shafted),Colaptes auratus auratus/luteus,11788,3,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-09-15,07:48 AM,eBird - Traveling Count,162,1,7.419,,17,,,The Urban Birding Festival field trip.,,4616
S195254843,Northern Flicker (Yellow-shafted),Colaptes auratus auratus/luteus,11788,1,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-09-15,11:25 AM,eBird - Traveling Count,90,1,2.887,,4,,,,,4617
S196265940,Northern Flicker (Yellow-shafted),Colaptes auratus auratus/luteus,11788,1,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-09-23,06:28 AM,eBird - Stationary Count,220,1,,,2,,killed by gulls out in the lake,Mostly with Josh Engel and so great to meet him. Andy and Al arrived later in morning. Bummed about my jaeger fail and not getting on the grebe earlier. Strong N winds with a decent E component.,,4618
S203305680,Northern Flicker (Yellow-shafted),Colaptes auratus auratus/luteus,11788,1,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-11-22,07:10 AM,eBird - Traveling Count,255,1,6.437,,1,,,Driving around listening for WWCR with no luck.,,4619
S169949079,Northern Flicker (Yellow-shafted),Colaptes auratus auratus/luteus,11788,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-23,06:05 AM,eBird - Traveling Count,155,1,2.253,,1,,,,,4620
S164305223,woodpecker sp.,Picidae sp.,11819,1,US-IL,Cook,L152605,Lake Calumet area--Big Marsh/Park #564,41.6882326,-87.5733733,2024-03-10,07:58 AM,eBird - Traveling Count,76,1,2.414,,1,,Drumming,Walked full loop,,4621
S159009178,woodpecker sp.,Picidae sp.,11819,1,US-IL,Cook,L152668,Linne Woods Forest Preserve,42.0454,-87.7844,2024-01-15,02:45 PM,eBird - Traveling Count,68,1,2.092,,1,,,,,4622
S165677233,woodpecker sp.,Picidae sp.,11819,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-23,07:15 AM,eBird - Traveling Count,75,1,1.77,,1,,,,,4623
S163085627,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L19222244,57-80 Warehouse Campus Retention Ponds,41.5808736,-87.7294563,2024-02-27,08:30 AM,eBird - Stationary Count,8,1,,,1,,,Quick stop,,4624
S166204002,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L152600,"Air Station Prairie, Glenview",42.1005788,-87.8189135,2024-03-27,06:53 PM,eBird - Traveling Count,62,1,1.287,,10,,Hunting together,"Chicago Ornithological Society Woodcock outing! Cold temps almost below freezing, decently strong, intermittent winds. Folks braved the cold for looks and woodcock displays, snipes, and other cool prairie birds!",,4625
S166572564,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L152600,"Air Station Prairie, Glenview",42.1005788,-87.8189135,2024-03-30,07:05 PM,eBird - Stationary Count,60,1,,,3,,,High 30s,,4626
S199481247,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-10-19,10:54 AM,eBird - Traveling Count,57,1,2.092,,1,,,,,4627
S201491790,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-11-05,07:33 AM,eBird - Traveling Count,134,1,2.06,,16,,,"Lakefront Bird Walk led by Wendy Paulson, co-sponsored by Openlands and the Field Museum.",,4628
S190890417,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-08-10,09:44 AM,eBird - Traveling Count,27,1,.724,,3,,,68F sunny W12mph,,4629
S195254838,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-09-15,07:48 AM,eBird - Traveling Count,162,1,7.419,,17,,,The Urban Birding Festival field trip.,,4630
S202044558,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-11-10,10:01 AM,eBird - Traveling Count,77,1,4.891,,2,,,,,4631
S203124609,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-11-20,09:34 AM,eBird - Stationary Count,352,1,,,1,,,18mph W wind with 10 degree drop in temps. With Jo for most of watch.,,4632
S180443199,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L152623,Crabtree Nature Center,42.114,-88.161,2024-06-09,01:53 PM,eBird - Traveling Count,61,1,1.609,,1,,,,,4633
S195254843,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-09-15,11:25 AM,eBird - Traveling Count,90,1,2.887,,4,,,,,4634
S158415019,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L3802826,Horizon Farm Forest Preserve,42.1296113,-88.1883287,2024-01-07,03:45 PM,eBird - Traveling Count,42,1,1.609,,1,,kiting,"Third attempt at a northern shrike and third time was the charm! Just like for the western grebe. 2 Attempts elsewhere and 3rd, successful attempt at a different location.",,4635
S161371308,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-02-11,03:35 PM,eBird - Stationary Count,105,1,,,3,,,"With Demond, Ken, and Chris. 5th times the charm!",,4636
S189082544,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-07-27,09:38 AM,eBird - Traveling Count,71,1,2.109,,3,,,"High 70’s, sunny, SE winds 8 mph.",,4637
S190872501,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-10,06:58 AM,eBird - Stationary Count,87,1,,,3,,,,,4638
S159926197,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L342159,Lake Calumet area--Lake Calumet/Harborside Golf Course,41.6880403,-87.5865269,2024-01-27,11:15 AM,eBird - Stationary Count,17,1,,,2,,,,,4639
S203631214,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L1077685,"Lincoln Park, Chicago--Diversey Harbor",41.932614,-87.632618,2024-11-25,07:05 AM,eBird - Traveling Count,115,1,2.414,,1,,,Couldn't find WWDO,,4640
S164312929,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L10887771,Marian Byrnes Park (Van Vlissingen Prairie),41.7137122,-87.5758004,2024-03-10,09:30 AM,eBird - Traveling Count,45,1,1.287,,1,,,,,4641
S203083381,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-11-20,07:03 AM,eBird - Traveling Count,48,1,3.219,,1,,,,,4642
S203195277,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-11-21,01:14 PM,eBird - Traveling Count,94,1,4.828,,1,,,,,4643
S159384064,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-01-20,01:15 PM,eBird - Traveling Count,63,1,1.609,,2,,,,,4644
S161170915,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-02-10,12:45 PM,eBird - Traveling Count,90,1,1.931,,3,,,With Dan and Ben. A spectacular surprise and my first solo rarity find for Cook county!,,4645
S167701759,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-08,06:55 AM,eBird - Traveling Count,112,1,2.253,,1,,,Missed the bittern,,4646
S173929621,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-12,05:47 AM,eBird - Traveling Count,220,1,2.414,,1,,,,,4647
S186746520,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-07-13,05:16 AM,eBird - Stationary Count,130,1,,,1,,,,,4648
S190769489,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-08-09,06:00 AM,eBird - Traveling Count,180,1,1.448,,1,,,Bat came in off the lake.,,4649
S193838160,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-03,07:05 AM,eBird - Traveling Count,137,1,1.931,,1,,,Not a single shorebird on every pier check.,,4650
S197897913,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-10-07,07:27 AM,eBird - Traveling Count,65,1,1.77,,1,,,,,4651
S198113116,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-10-09,07:25 AM,eBird - Traveling Count,60,1,1.931,,1,,,,,4652
S169441724,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L294426,"Northerly Island, Chicago",41.8596139,-87.6085684,2024-04-20,08:40 AM,eBird - Traveling Count,41,1,2.414,,1,,,,,4653
S201619580,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L294426,"Northerly Island, Chicago",41.8596139,-87.6085684,2024-11-06,06:20 AM,eBird - Traveling Count,50,1,2.012,,2,,,Peninsula lap. 10-15 mph wind from west sunny low 50s,,4654
S184379324,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L152696,Orland Grassland,41.5758,-87.8605,2024-06-29,08:39 AM,eBird - Traveling Count,149,1,4.376,,3,,,,,4655
S163114034,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-02-27,11:00 AM,eBird - Traveling Count,100,1,2.092,,1,,,,,4656
S166509258,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-03-30,11:20 AM,eBird - Traveling Count,60,1,1.609,,2,,,"High 40s, sunny transitioning to fog",,4657
S171467038,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-05-02,06:17 AM,eBird - Traveling Count,26,1,1.609,,1,,,Just the slip,,4658
S188104434,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-07-21,11:03 AM,eBird - Traveling Count,62,1,1.931,,1,,,,,4659
S194202125,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-09-06,06:29 AM,eBird - Stationary Count,615,1,,,1,,hunting actively in morning,Joined by Mike M a bit after I arrived. So great to meet him! Strong N winds and slightly from E but not enough for what I needed. Indiana got many PAJAs today. WHIM nice bird to always see.,,4660
S194346480,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-09-07,06:53 AM,eBird - Traveling Count,623,1,2.414,,1,,,Strong N wind with slight E component later in afternoon but nothing notable. Joined later by buddy Phil S who cooked up some food for us.,,4661
S198627384,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-10-12,04:54 PM,eBird - Stationary Count,75,1,,,3,,,"Winds shifted to 18kt N/NE, prompted lakewatch at 566 north of bend in hopes of jaeger/phalarope/weird gull flyby.",,4662
S199906768,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-10-22,12:40 PM,eBird - Traveling Count,55,1,1.127,,2,,,"Overcast, 72 with bit of rain after we left, S winds.     Jaw-dropping CCLO find by Demond McDonald at Park 566. Erick Masias and Tarik Shahzad carpooled to the park in hopes of refinding.",,4663
S200354950,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-10-26,07:30 AM,eBird - Stationary Count,196,1,,,1,,,All IL except sp's lakewatch,,4664
S201015254,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-11-01,07:21 AM,eBird - Stationary Count,345,1,,,2,,,,,4665
S201286407,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-11-03,07:35 AM,eBird - Stationary Count,251,1,,,5,,,"LW with SE winds, more S than E",,4666
